quiz_id,question_text,marks
1122,What is a PRIMARY KEY?,2
1122,What is normalization?,2
1123,What is the purpose of the WHERE clause?,2
1123,Explain INNER JOIN.,2
1123,What is GROUP BY used for?,2
1123,What is a PRIMARY KEY?,2
1123,What is normalization?,2
1124,What is the purpose of the WHERE clause?,2
1124,Explain INNER JOIN.,2
1124,What is GROUP BY used for?,2
1124,What is a PRIMARY KEY?,2
1124,What is normalization?,2
1125,What is the purpose of the WHERE clause?,2
1125,Explain INNER JOIN.,2
1125,What is GROUP BY used for?,2
1125,What is a PRIMARY KEY?,2
1125,What is normalization?,2
1126,What is the purpose of the WHERE clause?,2
1126,Explain INNER JOIN.,2
1126,What is GROUP BY used for?,2
1126,What is a PRIMARY KEY?,2
1126,What is normalization?,2
1127,What is the purpose of the WHERE clause?,2
1127,Explain INNER JOIN.,2
1127,What is GROUP BY used for?,2
1127,What is a PRIMARY KEY?,2
1127,What is normalization?,2
1128,What is the purpose of the WHERE clause?,2
1128,Explain INNER JOIN.,2
1128,What is GROUP BY used for?,2
1128,What is a PRIMARY KEY?,2
1128,What is normalization?,2
1129,What is the purpose of the WHERE clause?,2
1129,Explain INNER JOIN.,2
1129,What is GROUP BY used for?,2
1129,What is a PRIMARY KEY?,2
1129,What is normalization?,2
1130,What is the purpose of the WHERE clause?,2
1130,Explain INNER JOIN.,2
1130,What is GROUP BY used for?,2
1130,What is a PRIMARY KEY?,2
1130,What is normalization?,2
1131,What is the purpose of the WHERE clause?,2
1131,Explain INNER JOIN.,2
1131,What is GROUP BY used for?,2
1131,What is a PRIMARY KEY?,2
1131,What is normalization?,2
1132,What is the purpose of the WHERE clause?,2
1132,Explain INNER JOIN.,2
1132,What is GROUP BY used for?,2
1132,What is a PRIMARY KEY?,2
1132,What is normalization?,2
1133,What is the purpose of the WHERE clause?,2
1133,Explain INNER JOIN.,2
1133,What is GROUP BY used for?,2
1133,What is a PRIMARY KEY?,2
1133,What is normalization?,2
1134,What is the purpose of the WHERE clause?,2
1134,Explain INNER JOIN.,2
1134,What is GROUP BY used for?,2
1134,What is a PRIMARY KEY?,2
1134,What is normalization?,2
1135,What is the purpose of the WHERE clause?,2
1135,Explain INNER JOIN.,2
1135,What is GROUP BY used for?,2
1135,What is a PRIMARY KEY?,2
1135,What is normalization?,2
1136,What is the purpose of the WHERE clause?,2
1136,Explain INNER JOIN.,2
1136,What is GROUP BY used for?,2
1136,What is a PRIMARY KEY?,2
1136,What is normalization?,2
1137,What is the purpose of the WHERE clause?,2
1137,Explain INNER JOIN.,2
1137,What is GROUP BY used for?,2
1137,What is a PRIMARY KEY?,2
1137,What is normalization?,2
1138,What is the purpose of the WHERE clause?,2
1138,Explain INNER JOIN.,2
1138,What is GROUP BY used for?,2
1138,What is a PRIMARY KEY?,2
1138,What is normalization?,2
1139,What is the purpose of the WHERE clause?,2
1139,Explain INNER JOIN.,2
1139,What is GROUP BY used for?,2
1139,What is a PRIMARY KEY?,2
1139,What is normalization?,2
1140,What is the purpose of the WHERE clause?,2
1140,Explain INNER JOIN.,2
1140,What is GROUP BY used for?,2
1140,What is a PRIMARY KEY?,2
1140,What is normalization?,2
1141,What is the purpose of the WHERE clause?,2
1141,Explain INNER JOIN.,2
1141,What is GROUP BY used for?,2
1141,What is a PRIMARY KEY?,2
1141,What is normalization?,2
1142,What is the purpose of the WHERE clause?,2
1142,Explain INNER JOIN.,2
1142,What is GROUP BY used for?,2
1142,What is a PRIMARY KEY?,2
1142,What is normalization?,2
1143,What is the purpose of the WHERE clause?,2
1143,Explain INNER JOIN.,2
1143,What is GROUP BY used for?,2
1143,What is a PRIMARY KEY?,2
1143,What is normalization?,2
1144,What is the purpose of the WHERE clause?,2
1144,Explain INNER JOIN.,2
1144,What is GROUP BY used for?,2
1144,What is a PRIMARY KEY?,2
1144,What is normalization?,2
1145,What is the purpose of the WHERE clause?,2
1145,Explain INNER JOIN.,2
1145,What is GROUP BY used for?,2
1145,What is a PRIMARY KEY?,2
1145,What is normalization?,2
1146,What is the purpose of the WHERE clause?,2
1146,Explain INNER JOIN.,2
1146,What is GROUP BY used for?,2
1146,What is a PRIMARY KEY?,2
1146,What is normalization?,2
1147,What is the purpose of the WHERE clause?,2
1147,Explain INNER JOIN.,2
1147,What is GROUP BY used for?,2
1147,What is a PRIMARY KEY?,2
1147,What is normalization?,2
1148,What is the purpose of the WHERE clause?,2
1148,Explain INNER JOIN.,2
1148,What is GROUP BY used for?,2
1148,What is a PRIMARY KEY?,2
1148,What is normalization?,2
1149,What is the purpose of the WHERE clause?,2
1149,Explain INNER JOIN.,2
1149,What is GROUP BY used for?,2
1149,What is a PRIMARY KEY?,2
1149,What is normalization?,2
1150,What is the purpose of the WHERE clause?,2
1150,Explain INNER JOIN.,2
1150,What is GROUP BY used for?,2
1150,What is a PRIMARY KEY?,2
1150,What is normalization?,2
1151,What is the purpose of the WHERE clause?,2
1151,Explain INNER JOIN.,2
1151,What is GROUP BY used for?,2
1151,What is a PRIMARY KEY?,2
1151,What is normalization?,2
1152,What is the purpose of the WHERE clause?,2
1152,Explain INNER JOIN.,2
1152,What is GROUP BY used for?,2
1152,What is a PRIMARY KEY?,2
1152,What is normalization?,2
1153,What is the purpose of the WHERE clause?,2
1153,Explain INNER JOIN.,2
1153,What is GROUP BY used for?,2
1153,What is a PRIMARY KEY?,2
1153,What is normalization?,2
1154,What is the purpose of the WHERE clause?,2
1154,Explain INNER JOIN.,2
1154,What is GROUP BY used for?,2
1154,What is a PRIMARY KEY?,2
1154,What is normalization?,2
1155,What is the purpose of the WHERE clause?,2
1155,Explain INNER JOIN.,2
1155,What is GROUP BY used for?,2
1155,What is a PRIMARY KEY?,2
1155,What is normalization?,2
1156,What is the purpose of the WHERE clause?,2
1156,Explain INNER JOIN.,2
1156,What is GROUP BY used for?,2
1156,What is a PRIMARY KEY?,2
1156,What is normalization?,2
1157,What is the purpose of the WHERE clause?,2
1157,Explain INNER JOIN.,2
1157,What is GROUP BY used for?,2
1157,What is a PRIMARY KEY?,2
1157,What is normalization?,2
1158,What is the purpose of the WHERE clause?,2
1158,Explain INNER JOIN.,2
1158,What is GROUP BY used for?,2
1158,What is a PRIMARY KEY?,2
1158,What is normalization?,2
1159,What is the purpose of the WHERE clause?,2
1159,Explain INNER JOIN.,2
1159,What is GROUP BY used for?,2
1159,What is a PRIMARY KEY?,2
1159,What is normalization?,2
1160,What is the purpose of the WHERE clause?,2
1160,Explain INNER JOIN.,2
1160,What is GROUP BY used for?,2
1160,What is a PRIMARY KEY?,2
1160,What is normalization?,2
1161,What is the purpose of the WHERE clause?,2
1161,Explain INNER JOIN.,2
1161,What is GROUP BY used for?,2
1161,What is a PRIMARY KEY?,2
1161,What is normalization?,2
1162,What is the purpose of the WHERE clause?,2
1162,Explain INNER JOIN.,2
1162,What is GROUP BY used for?,2
1162,What is a PRIMARY KEY?,2
1162,What is normalization?,2
1163,What is the purpose of the WHERE clause?,2
1163,Explain INNER JOIN.,2
1163,What is GROUP BY used for?,2
1163,What is a PRIMARY KEY?,2
1163,What is normalization?,2
1164,What is the purpose of the WHERE clause?,2
1164,Explain INNER JOIN.,2
1164,What is GROUP BY used for?,2
1164,What is a PRIMARY KEY?,2
1164,What is normalization?,2
1165,What is the purpose of the WHERE clause?,2
1165,Explain INNER JOIN.,2
1165,What is GROUP BY used for?,2
1165,What is a PRIMARY KEY?,2
1165,What is normalization?,2
1166,What is the purpose of the WHERE clause?,2
1166,Explain INNER JOIN.,2
1166,What is GROUP BY used for?,2
1166,What is a PRIMARY KEY?,2
1166,What is normalization?,2
1167,What is the purpose of the WHERE clause?,2
1167,Explain INNER JOIN.,2
1167,What is GROUP BY used for?,2
1167,What is a PRIMARY KEY?,2
1167,What is normalization?,2
1168,What is the purpose of the WHERE clause?,2
1168,Explain INNER JOIN.,2
1168,What is GROUP BY used for?,2
1168,What is a PRIMARY KEY?,2
1168,What is normalization?,2
1169,What is the purpose of the WHERE clause?,2
1169,Explain INNER JOIN.,2
1169,What is GROUP BY used for?,2
1169,What is a PRIMARY KEY?,2
1169,What is normalization?,2
1170,What is the purpose of the WHERE clause?,2
1170,Explain INNER JOIN.,2
1170,What is GROUP BY used for?,2
1170,What is a PRIMARY KEY?,2
1170,What is normalization?,2
1171,What is the purpose of the WHERE clause?,2
1171,Explain INNER JOIN.,2
1171,What is GROUP BY used for?,2
1171,What is a PRIMARY KEY?,2
1171,What is normalization?,2
1172,What is the purpose of the WHERE clause?,2
1172,Explain INNER JOIN.,2
1172,What is GROUP BY used for?,2
1172,What is a PRIMARY KEY?,2
1172,What is normalization?,2
1173,What is the purpose of the WHERE clause?,2
1173,Explain INNER JOIN.,2
1173,What is GROUP BY used for?,2
1173,What is a PRIMARY KEY?,2
1173,What is normalization?,2
1174,What is the purpose of the WHERE clause?,2
1174,Explain INNER JOIN.,2
1174,What is GROUP BY used for?,2
1174,What is a PRIMARY KEY?,2
1174,What is normalization?,2
1175,What is the purpose of the WHERE clause?,2
1175,Explain INNER JOIN.,2
1175,What is GROUP BY used for?,2
1175,What is a PRIMARY KEY?,2
1175,What is normalization?,2
1176,What is the purpose of the WHERE clause?,2
1176,Explain INNER JOIN.,2
1176,What is GROUP BY used for?,2
1176,What is a PRIMARY KEY?,2
1176,What is normalization?,2
1177,What is the purpose of the WHERE clause?,2
1177,Explain INNER JOIN.,2
1177,What is GROUP BY used for?,2
1177,What is a PRIMARY KEY?,2
1177,What is normalization?,2
1178,What is the purpose of the WHERE clause?,2
1178,Explain INNER JOIN.,2
1178,What is GROUP BY used for?,2
1178,What is a PRIMARY KEY?,2
1178,What is normalization?,2
1179,What is the purpose of the WHERE clause?,2
1179,Explain INNER JOIN.,2
1179,What is GROUP BY used for?,2
1179,What is a PRIMARY KEY?,2
1179,What is normalization?,2
1180,What is the purpose of the WHERE clause?,2
1180,Explain INNER JOIN.,2
1180,What is GROUP BY used for?,2
1180,What is a PRIMARY KEY?,2
1180,What is normalization?,2
1181,What is the purpose of the WHERE clause?,2
1181,Explain INNER JOIN.,2
1181,What is GROUP BY used for?,2
1181,What is a PRIMARY KEY?,2
1181,What is normalization?,2
1182,What is the purpose of the WHERE clause?,2
1182,Explain INNER JOIN.,2
1182,What is GROUP BY used for?,2
1182,What is a PRIMARY KEY?,2
1182,What is normalization?,2
1183,What is the purpose of the WHERE clause?,2
1183,Explain INNER JOIN.,2
1183,What is GROUP BY used for?,2
1183,What is a PRIMARY KEY?,2
1183,What is normalization?,2
1184,What is the purpose of the WHERE clause?,2
1184,Explain INNER JOIN.,2
1184,What is GROUP BY used for?,2
1184,What is a PRIMARY KEY?,2
1184,What is normalization?,2
1185,What is the purpose of the WHERE clause?,2
1185,Explain INNER JOIN.,2
1185,What is GROUP BY used for?,2
1185,What is a PRIMARY KEY?,2
1185,What is normalization?,2
1186,What is the purpose of the WHERE clause?,2
1186,Explain INNER JOIN.,2
1186,What is GROUP BY used for?,2
1186,What is a PRIMARY KEY?,2
1186,What is normalization?,2
1187,What is the purpose of the WHERE clause?,2
1187,Explain INNER JOIN.,2
1187,What is GROUP BY used for?,2
1187,What is a PRIMARY KEY?,2
1187,What is normalization?,2
1188,What is the purpose of the WHERE clause?,2
1188,Explain INNER JOIN.,2
1188,What is GROUP BY used for?,2
1188,What is a PRIMARY KEY?,2
1188,What is normalization?,2
1189,What is the purpose of the WHERE clause?,2
1189,Explain INNER JOIN.,2
1189,What is GROUP BY used for?,2
1189,What is a PRIMARY KEY?,2
1189,What is normalization?,2
1190,What is the purpose of the WHERE clause?,2
1190,Explain INNER JOIN.,2
1190,What is GROUP BY used for?,2
1190,What is a PRIMARY KEY?,2
1190,What is normalization?,2
1191,What is the purpose of the WHERE clause?,2
1191,Explain INNER JOIN.,2
1191,What is GROUP BY used for?,2
1191,What is a PRIMARY KEY?,2
1191,What is normalization?,2
1192,What is the purpose of the WHERE clause?,2
1192,Explain INNER JOIN.,2
1192,What is GROUP BY used for?,2
1192,What is a PRIMARY KEY?,2
1192,What is normalization?,2
1193,What is the purpose of the WHERE clause?,2
1193,Explain INNER JOIN.,2
1193,What is GROUP BY used for?,2
1193,What is a PRIMARY KEY?,2
1193,What is normalization?,2
1194,What is the purpose of the WHERE clause?,2
1194,Explain INNER JOIN.,2
1194,What is GROUP BY used for?,2
1194,What is a PRIMARY KEY?,2
1194,What is normalization?,2
1195,What is the purpose of the WHERE clause?,2
1195,Explain INNER JOIN.,2
1195,What is GROUP BY used for?,2
1195,What is a PRIMARY KEY?,2
1195,What is normalization?,2
1196,What is the purpose of the WHERE clause?,2
1196,Explain INNER JOIN.,2
1196,What is GROUP BY used for?,2
1196,What is a PRIMARY KEY?,2
1196,What is normalization?,2
1197,What is the purpose of the WHERE clause?,2
1197,Explain INNER JOIN.,2
1197,What is GROUP BY used for?,2
1197,What is a PRIMARY KEY?,2
1197,What is normalization?,2
1198,What is the purpose of the WHERE clause?,2
1198,Explain INNER JOIN.,2
1198,What is GROUP BY used for?,2
1198,What is a PRIMARY KEY?,2
1198,What is normalization?,2
1199,What is the purpose of the WHERE clause?,2
1199,Explain INNER JOIN.,2
1199,What is GROUP BY used for?,2
1199,What is a PRIMARY KEY?,2
1199,What is normalization?,2
1200,What is the purpose of the WHERE clause?,2
1200,Explain INNER JOIN.,2
1200,What is GROUP BY used for?,2
1200,What is a PRIMARY KEY?,2
1200,What is normalization?,2
1201,What is the purpose of the WHERE clause?,2
1201,Explain INNER JOIN.,2
1201,What is GROUP BY used for?,2
1201,What is a PRIMARY KEY?,2
1201,What is normalization?,2
1202,What is the purpose of the WHERE clause?,2
1202,Explain INNER JOIN.,2
1202,What is GROUP BY used for?,2
1202,What is a PRIMARY KEY?,2
1202,What is normalization?,2
1203,What is the purpose of the WHERE clause?,2
1203,Explain INNER JOIN.,2
1203,What is GROUP BY used for?,2
1203,What is a PRIMARY KEY?,2
1203,What is normalization?,2
1204,What is the purpose of the WHERE clause?,2
1204,Explain INNER JOIN.,2
1204,What is GROUP BY used for?,2
1204,What is a PRIMARY KEY?,2
1204,What is normalization?,2
1205,What is the purpose of the WHERE clause?,2
1205,Explain INNER JOIN.,2
1205,What is GROUP BY used for?,2
1205,What is a PRIMARY KEY?,2
1205,What is normalization?,2
1206,What is the purpose of the WHERE clause?,2
1206,Explain INNER JOIN.,2
1206,What is GROUP BY used for?,2
1206,What is a PRIMARY KEY?,2
1206,What is normalization?,2
1207,What is the purpose of the WHERE clause?,2
1207,Explain INNER JOIN.,2
1207,What is GROUP BY used for?,2
1207,What is a PRIMARY KEY?,2
1207,What is normalization?,2
1208,What is the purpose of the WHERE clause?,2
1208,Explain INNER JOIN.,2
1208,What is GROUP BY used for?,2
1208,What is a PRIMARY KEY?,2
1208,What is normalization?,2
1209,What is the purpose of the WHERE clause?,2
1209,Explain INNER JOIN.,2
1209,What is GROUP BY used for?,2
1209,What is a PRIMARY KEY?,2
1209,What is normalization?,2
1210,What is the purpose of the WHERE clause?,2
1210,Explain INNER JOIN.,2
1210,What is GROUP BY used for?,2
1210,What is a PRIMARY KEY?,2
1210,What is normalization?,2
1211,What is the purpose of the WHERE clause?,2
1211,Explain INNER JOIN.,2
1211,What is GROUP BY used for?,2
1211,What is a PRIMARY KEY?,2
1211,What is normalization?,2
1212,What is the purpose of the WHERE clause?,2
1212,Explain INNER JOIN.,2
1212,What is GROUP BY used for?,2
1212,What is a PRIMARY KEY?,2
1212,What is normalization?,2
1213,What is the purpose of the WHERE clause?,2
1213,Explain INNER JOIN.,2
1213,What is GROUP BY used for?,2
1213,What is a PRIMARY KEY?,2
1213,What is normalization?,2
1214,What is the purpose of the WHERE clause?,2
1214,Explain INNER JOIN.,2
1214,What is GROUP BY used for?,2
1214,What is a PRIMARY KEY?,2
1214,What is normalization?,2
1215,What is the purpose of the WHERE clause?,2
1215,Explain INNER JOIN.,2
1215,What is GROUP BY used for?,2
1215,What is a PRIMARY KEY?,2
1215,What is normalization?,2
1216,What is the purpose of the WHERE clause?,2
1216,Explain INNER JOIN.,2
1216,What is GROUP BY used for?,2
1216,What is a PRIMARY KEY?,2
1216,What is normalization?,2
1217,What is the purpose of the WHERE clause?,2
1217,Explain INNER JOIN.,2
1217,What is GROUP BY used for?,2
1217,What is a PRIMARY KEY?,2
1217,What is normalization?,2
1218,What is the purpose of the WHERE clause?,2
1218,Explain INNER JOIN.,2
1218,What is GROUP BY used for?,2
1218,What is a PRIMARY KEY?,2
1218,What is normalization?,2
1219,What is the purpose of the WHERE clause?,2
1219,Explain INNER JOIN.,2
1219,What is GROUP BY used for?,2
1219,What is a PRIMARY KEY?,2
1219,What is normalization?,2
1220,What is the purpose of the WHERE clause?,2
1220,Explain INNER JOIN.,2
1220,What is GROUP BY used for?,2
1220,What is a PRIMARY KEY?,2
1220,What is normalization?,2
1221,What is the purpose of the WHERE clause?,2
1221,Explain INNER JOIN.,2
1221,What is GROUP BY used for?,2
1221,What is a PRIMARY KEY?,2
1221,What is normalization?,2
1222,What is the purpose of the WHERE clause?,2
1222,Explain INNER JOIN.,2
1222,What is GROUP BY used for?,2
1222,What is a PRIMARY KEY?,2
1222,What is normalization?,2
1223,What is the purpose of the WHERE clause?,2
1223,Explain INNER JOIN.,2
1223,What is GROUP BY used for?,2
1223,What is a PRIMARY KEY?,2
1223,What is normalization?,2
1224,What is the purpose of the WHERE clause?,2
1224,Explain INNER JOIN.,2
1224,What is GROUP BY used for?,2
1224,What is a PRIMARY KEY?,2
1224,What is normalization?,2
1225,What is the purpose of the WHERE clause?,2
1225,Explain INNER JOIN.,2
1225,What is GROUP BY used for?,2
1225,What is a PRIMARY KEY?,2
1225,What is normalization?,2
1226,What is the purpose of the WHERE clause?,2
1226,Explain INNER JOIN.,2
1226,What is GROUP BY used for?,2
1226,What is a PRIMARY KEY?,2
1226,What is normalization?,2
1227,What is the purpose of the WHERE clause?,2
1227,Explain INNER JOIN.,2
1227,What is GROUP BY used for?,2
1227,What is a PRIMARY KEY?,2
1227,What is normalization?,2
1228,What is the purpose of the WHERE clause?,2
1228,Explain INNER JOIN.,2
1228,What is GROUP BY used for?,2
1228,What is a PRIMARY KEY?,2
1228,What is normalization?,2
1229,What is the purpose of the WHERE clause?,2
1229,Explain INNER JOIN.,2
1229,What is GROUP BY used for?,2
1229,What is a PRIMARY KEY?,2
1229,What is normalization?,2
1230,What is the purpose of the WHERE clause?,2
1230,Explain INNER JOIN.,2
1230,What is GROUP BY used for?,2
1230,What is a PRIMARY KEY?,2
1230,What is normalization?,2
1231,What is the purpose of the WHERE clause?,2
1231,Explain INNER JOIN.,2
1231,What is GROUP BY used for?,2
1231,What is a PRIMARY KEY?,2
1231,What is normalization?,2
1232,What is the purpose of the WHERE clause?,2
1232,Explain INNER JOIN.,2
1232,What is GROUP BY used for?,2
1232,What is a PRIMARY KEY?,2
1232,What is normalization?,2
1233,What is the purpose of the WHERE clause?,2
1233,Explain INNER JOIN.,2
1233,What is GROUP BY used for?,2
1233,What is a PRIMARY KEY?,2
1233,What is normalization?,2
1234,What is the purpose of the WHERE clause?,2
1234,Explain INNER JOIN.,2
1234,What is GROUP BY used for?,2
1234,What is a PRIMARY KEY?,2
1234,What is normalization?,2
1235,What is the purpose of the WHERE clause?,2
1235,Explain INNER JOIN.,2
1235,What is GROUP BY used for?,2
1235,What is a PRIMARY KEY?,2
1235,What is normalization?,2
1236,What is the purpose of the WHERE clause?,2
1236,Explain INNER JOIN.,2
1236,What is GROUP BY used for?,2
1236,What is a PRIMARY KEY?,2
1236,What is normalization?,2
1237,What is the purpose of the WHERE clause?,2
1237,Explain INNER JOIN.,2
1237,What is GROUP BY used for?,2
1237,What is a PRIMARY KEY?,2
1237,What is normalization?,2
1238,What is the purpose of the WHERE clause?,2
1238,Explain INNER JOIN.,2
1238,What is GROUP BY used for?,2
1238,What is a PRIMARY KEY?,2
1238,What is normalization?,2
1239,What is the purpose of the WHERE clause?,2
1239,Explain INNER JOIN.,2
1239,What is GROUP BY used for?,2
1239,What is a PRIMARY KEY?,2
1239,What is normalization?,2
1240,What is the purpose of the WHERE clause?,2
1240,Explain INNER JOIN.,2
1240,What is GROUP BY used for?,2
1240,What is a PRIMARY KEY?,2
1240,What is normalization?,2
1241,What is the purpose of the WHERE clause?,2
1241,Explain INNER JOIN.,2
1241,What is GROUP BY used for?,2
1241,What is a PRIMARY KEY?,2
1241,What is normalization?,2
1242,What is the purpose of the WHERE clause?,2
1242,Explain INNER JOIN.,2
1242,What is GROUP BY used for?,2
1242,What is a PRIMARY KEY?,2
1242,What is normalization?,2
1243,What is the purpose of the WHERE clause?,2
1243,Explain INNER JOIN.,2
1243,What is GROUP BY used for?,2
1243,What is a PRIMARY KEY?,2
1243,What is normalization?,2
1244,What is the purpose of the WHERE clause?,2
1244,Explain INNER JOIN.,2
1244,What is GROUP BY used for?,2
1244,What is a PRIMARY KEY?,2
1244,What is normalization?,2
1245,What is the purpose of the WHERE clause?,2
1245,Explain INNER JOIN.,2
1245,What is GROUP BY used for?,2
1245,What is a PRIMARY KEY?,2
1245,What is normalization?,2
1246,What is the purpose of the WHERE clause?,2
1246,Explain INNER JOIN.,2
1246,What is GROUP BY used for?,2
1246,What is a PRIMARY KEY?,2
1246,What is normalization?,2
1247,What is the purpose of the WHERE clause?,2
1247,Explain INNER JOIN.,2
1247,What is GROUP BY used for?,2
1247,What is a PRIMARY KEY?,2
1247,What is normalization?,2
1248,What is the purpose of the WHERE clause?,2
1248,Explain INNER JOIN.,2
1248,What is GROUP BY used for?,2
1248,What is a PRIMARY KEY?,2
1248,What is normalization?,2
1249,What is the purpose of the WHERE clause?,2
1249,Explain INNER JOIN.,2
1249,What is GROUP BY used for?,2
1249,What is a PRIMARY KEY?,2
1249,What is normalization?,2
1250,What is the purpose of the WHERE clause?,2
1250,Explain INNER JOIN.,2
1250,What is GROUP BY used for?,2
1250,What is a PRIMARY KEY?,2
1250,What is normalization?,2
1251,What is the purpose of the WHERE clause?,2
1251,Explain INNER JOIN.,2
1251,What is GROUP BY used for?,2
1251,What is a PRIMARY KEY?,2
1251,What is normalization?,2
1252,What is the purpose of the WHERE clause?,2
1252,Explain INNER JOIN.,2
1252,What is GROUP BY used for?,2
1252,What is a PRIMARY KEY?,2
1252,What is normalization?,2
1253,What is the purpose of the WHERE clause?,2
1253,Explain INNER JOIN.,2
1253,What is GROUP BY used for?,2
1253,What is a PRIMARY KEY?,2
1253,What is normalization?,2
1254,What is the purpose of the WHERE clause?,2
1254,Explain INNER JOIN.,2
1254,What is GROUP BY used for?,2
1254,What is a PRIMARY KEY?,2
1254,What is normalization?,2
1255,What is the purpose of the WHERE clause?,2
1255,Explain INNER JOIN.,2
1255,What is GROUP BY used for?,2
1255,What is a PRIMARY KEY?,2
1255,What is normalization?,2
1256,What is the purpose of the WHERE clause?,2
1256,Explain INNER JOIN.,2
1256,What is GROUP BY used for?,2
1256,What is a PRIMARY KEY?,2
1256,What is normalization?,2
1257,What is the purpose of the WHERE clause?,2
1257,Explain INNER JOIN.,2
1257,What is GROUP BY used for?,2
1257,What is a PRIMARY KEY?,2
1257,What is normalization?,2
1258,What is the purpose of the WHERE clause?,2
1258,Explain INNER JOIN.,2
1258,What is GROUP BY used for?,2
1258,What is a PRIMARY KEY?,2
1258,What is normalization?,2
1259,What is the purpose of the WHERE clause?,2
1259,Explain INNER JOIN.,2
1259,What is GROUP BY used for?,2
1259,What is a PRIMARY KEY?,2
1259,What is normalization?,2
1260,What is the purpose of the WHERE clause?,2
1260,Explain INNER JOIN.,2
1260,What is GROUP BY used for?,2
1260,What is a PRIMARY KEY?,2
1260,What is normalization?,2
1261,What is the purpose of the WHERE clause?,2
1261,Explain INNER JOIN.,2
1261,What is GROUP BY used for?,2
1261,What is a PRIMARY KEY?,2
1261,What is normalization?,2
1262,What is the purpose of the WHERE clause?,2
1262,Explain INNER JOIN.,2
1262,What is GROUP BY used for?,2
1262,What is a PRIMARY KEY?,2
1262,What is normalization?,2
1263,What is the purpose of the WHERE clause?,2
1263,Explain INNER JOIN.,2
1263,What is GROUP BY used for?,2
1263,What is a PRIMARY KEY?,2
1263,What is normalization?,2
1264,What is the purpose of the WHERE clause?,2
1264,Explain INNER JOIN.,2
1264,What is GROUP BY used for?,2
1264,What is a PRIMARY KEY?,2
1264,What is normalization?,2
1265,What is the purpose of the WHERE clause?,2
1265,Explain INNER JOIN.,2
1265,What is GROUP BY used for?,2
1265,What is a PRIMARY KEY?,2
1265,What is normalization?,2
1266,What is the purpose of the WHERE clause?,2
1266,Explain INNER JOIN.,2
1266,What is GROUP BY used for?,2
1266,What is a PRIMARY KEY?,2
1266,What is normalization?,2
1267,What is the purpose of the WHERE clause?,2
1267,Explain INNER JOIN.,2
1267,What is GROUP BY used for?,2
1267,What is a PRIMARY KEY?,2
1267,What is normalization?,2
1268,What is the purpose of the WHERE clause?,2
1268,Explain INNER JOIN.,2
1268,What is GROUP BY used for?,2
1268,What is a PRIMARY KEY?,2
1268,What is normalization?,2
1269,What is the purpose of the WHERE clause?,2
1269,Explain INNER JOIN.,2
1269,What is GROUP BY used for?,2
1269,What is a PRIMARY KEY?,2
1269,What is normalization?,2
1270,What is the purpose of the WHERE clause?,2
1270,Explain INNER JOIN.,2
1270,What is GROUP BY used for?,2
1270,What is a PRIMARY KEY?,2
1270,What is normalization?,2
1271,What is the purpose of the WHERE clause?,2
1271,Explain INNER JOIN.,2
1271,What is GROUP BY used for?,2
1271,What is a PRIMARY KEY?,2
1271,What is normalization?,2
1272,What is the purpose of the WHERE clause?,2
1272,Explain INNER JOIN.,2
1272,What is GROUP BY used for?,2
1272,What is a PRIMARY KEY?,2
1272,What is normalization?,2
1273,What is the purpose of the WHERE clause?,2
1273,Explain INNER JOIN.,2
1273,What is GROUP BY used for?,2
1273,What is a PRIMARY KEY?,2
1273,What is normalization?,2
1274,What is the purpose of the WHERE clause?,2
1274,Explain INNER JOIN.,2
1274,What is GROUP BY used for?,2
1274,What is a PRIMARY KEY?,2
1274,What is normalization?,2
1275,What is the purpose of the WHERE clause?,2
1275,Explain INNER JOIN.,2
1275,What is GROUP BY used for?,2
1275,What is a PRIMARY KEY?,2
1275,What is normalization?,2
1276,What is the purpose of the WHERE clause?,2
1276,Explain INNER JOIN.,2
1276,What is GROUP BY used for?,2
1276,What is a PRIMARY KEY?,2
1276,What is normalization?,2
1277,What is the purpose of the WHERE clause?,2
1277,Explain INNER JOIN.,2
1277,What is GROUP BY used for?,2
1277,What is a PRIMARY KEY?,2
1277,What is normalization?,2
1278,What is the purpose of the WHERE clause?,2
1278,Explain INNER JOIN.,2
1278,What is GROUP BY used for?,2
1278,What is a PRIMARY KEY?,2
1278,What is normalization?,2
1279,What is the purpose of the WHERE clause?,2
1279,Explain INNER JOIN.,2
1279,What is GROUP BY used for?,2
1279,What is a PRIMARY KEY?,2
1279,What is normalization?,2
1280,What is the purpose of the WHERE clause?,2
1280,Explain INNER JOIN.,2
1280,What is GROUP BY used for?,2
1280,What is a PRIMARY KEY?,2
1280,What is normalization?,2
1281,What is the purpose of the WHERE clause?,2
1281,Explain INNER JOIN.,2
1281,What is GROUP BY used for?,2
1281,What is a PRIMARY KEY?,2
1281,What is normalization?,2
1282,What is the purpose of the WHERE clause?,2
1282,Explain INNER JOIN.,2
1282,What is GROUP BY used for?,2
1282,What is a PRIMARY KEY?,2
1282,What is normalization?,2
1283,What is the purpose of the WHERE clause?,2
1283,Explain INNER JOIN.,2
1283,What is GROUP BY used for?,2
1283,What is a PRIMARY KEY?,2
1283,What is normalization?,2
1284,What is the purpose of the WHERE clause?,2
1284,Explain INNER JOIN.,2
1284,What is GROUP BY used for?,2
1284,What is a PRIMARY KEY?,2
1284,What is normalization?,2
1285,What is the purpose of the WHERE clause?,2
