question_id,option_text,is_correct
3744,Option 1 for Question 3744,1
3744,Option 2 for Question 3744,0
3744,Option 3 for Question 3744,0
3744,Option 4 for Question 3744,0
3745,Option 1 for Question 3745,0
3745,Option 2 for Question 3745,1
3745,Option 3 for Question 3745,0
3745,Option 4 for Question 3745,0
3746,Option 1 for Question 3746,0
3746,Option 2 for Question 3746,0
3746,Option 3 for Question 3746,1
3746,Option 4 for Question 3746,0
3747,Option 1 for Question 3747,0
3747,Option 2 for Question 3747,0
3747,Option 3 for Question 3747,0
3747,Option 4 for Question 3747,1
3748,Option 1 for Question 3748,1
3748,Option 2 for Question 3748,0
3748,Option 3 for Question 3748,0
3748,Option 4 for Question 3748,0
3749,Option 1 for Question 3749,0
3749,Option 2 for Question 3749,1
3749,Option 3 for Question 3749,0
3749,Option 4 for Question 3749,0
3750,Option 1 for Question 3750,0
3750,Option 2 for Question 3750,0
3750,Option 3 for Question 3750,1
3750,Option 4 for Question 3750,0
3751,Option 1 for Question 3751,0
3751,Option 2 for Question 3751,0
3751,Option 3 for Question 3751,0
3751,Option 4 for Question 3751,1
3752,Option 1 for Question 3752,1
3752,Option 2 for Question 3752,0
3752,Option 3 for Question 3752,0
3752,Option 4 for Question 3752,0
3753,Option 1 for Question 3753,0
3753,Option 2 for Question 3753,1
3753,Option 3 for Question 3753,0
3753,Option 4 for Question 3753,0
3754,Option 1 for Question 3754,0
3754,Option 2 for Question 3754,0
3754,Option 3 for Question 3754,1
3754,Option 4 for Question 3754,0
3755,Option 1 for Question 3755,0
3755,Option 2 for Question 3755,0
3755,Option 3 for Question 3755,0
3755,Option 4 for Question 3755,1
3756,Option 1 for Question 3756,1
3756,Option 2 for Question 3756,0
3756,Option 3 for Question 3756,0
3756,Option 4 for Question 3756,0
3757,Option 1 for Question 3757,0
3757,Option 2 for Question 3757,1
3757,Option 3 for Question 3757,0
3757,Option 4 for Question 3757,0
3758,Option 1 for Question 3758,0
3758,Option 2 for Question 3758,0
3758,Option 3 for Question 3758,1
3758,Option 4 for Question 3758,0
3759,Option 1 for Question 3759,0
3759,Option 2 for Question 3759,0
3759,Option 3 for Question 3759,0
3759,Option 4 for Question 3759,1
3760,Option 1 for Question 3760,1
3760,Option 2 for Question 3760,0
3760,Option 3 for Question 3760,0
3760,Option 4 for Question 3760,0
3761,Option 1 for Question 3761,0
3761,Option 2 for Question 3761,1
3761,Option 3 for Question 3761,0
3761,Option 4 for Question 3761,0
3762,Option 1 for Question 3762,0
3762,Option 2 for Question 3762,0
3762,Option 3 for Question 3762,1
3762,Option 4 for Question 3762,0
3763,Option 1 for Question 3763,0
3763,Option 2 for Question 3763,0
3763,Option 3 for Question 3763,0
3763,Option 4 for Question 3763,1
3764,Option 1 for Question 3764,1
3764,Option 2 for Question 3764,0
3764,Option 3 for Question 3764,0
3764,Option 4 for Question 3764,0
3765,Option 1 for Question 3765,0
3765,Option 2 for Question 3765,1
3765,Option 3 for Question 3765,0
3765,Option 4 for Question 3765,0
3766,Option 1 for Question 3766,0
3766,Option 2 for Question 3766,0
3766,Option 3 for Question 3766,1
3766,Option 4 for Question 3766,0
3767,Option 1 for Question 3767,0
3767,Option 2 for Question 3767,0
3767,Option 3 for Question 3767,0
3767,Option 4 for Question 3767,1
3768,Option 1 for Question 3768,1
3768,Option 2 for Question 3768,0
3768,Option 3 for Question 3768,0
3768,Option 4 for Question 3768,0
3769,Option 1 for Question 3769,0
3769,Option 2 for Question 3769,1
3769,Option 3 for Question 3769,0
3769,Option 4 for Question 3769,0
3770,Option 1 for Question 3770,0
3770,Option 2 for Question 3770,0
3770,Option 3 for Question 3770,1
3770,Option 4 for Question 3770,0
3771,Option 1 for Question 3771,0
3771,Option 2 for Question 3771,0
3771,Option 3 for Question 3771,0
3771,Option 4 for Question 3771,1
3772,Option 1 for Question 3772,1
3772,Option 2 for Question 3772,0
3772,Option 3 for Question 3772,0
3772,Option 4 for Question 3772,0
3773,Option 1 for Question 3773,0
3773,Option 2 for Question 3773,1
3773,Option 3 for Question 3773,0
3773,Option 4 for Question 3773,0
3774,Option 1 for Question 3774,0
3774,Option 2 for Question 3774,0
3774,Option 3 for Question 3774,1
3774,Option 4 for Question 3774,0
3775,Option 1 for Question 3775,0
3775,Option 2 for Question 3775,0
3775,Option 3 for Question 3775,0
3775,Option 4 for Question 3775,1
3776,Option 1 for Question 3776,1
3776,Option 2 for Question 3776,0
3776,Option 3 for Question 3776,0
3776,Option 4 for Question 3776,0
3777,Option 1 for Question 3777,0
3777,Option 2 for Question 3777,1
3777,Option 3 for Question 3777,0
3777,Option 4 for Question 3777,0
3778,Option 1 for Question 3778,0
3778,Option 2 for Question 3778,0
3778,Option 3 for Question 3778,1
3778,Option 4 for Question 3778,0
3779,Option 1 for Question 3779,0
3779,Option 2 for Question 3779,0
3779,Option 3 for Question 3779,0
3779,Option 4 for Question 3779,1
3780,Option 1 for Question 3780,1
3780,Option 2 for Question 3780,0
3780,Option 3 for Question 3780,0
3780,Option 4 for Question 3780,0
3781,Option 1 for Question 3781,0
3781,Option 2 for Question 3781,1
3781,Option 3 for Question 3781,0
3781,Option 4 for Question 3781,0
3782,Option 1 for Question 3782,0
3782,Option 2 for Question 3782,0
3782,Option 3 for Question 3782,1
3782,Option 4 for Question 3782,0
3783,Option 1 for Question 3783,0
3783,Option 2 for Question 3783,0
3783,Option 3 for Question 3783,0
3783,Option 4 for Question 3783,1
3784,Option 1 for Question 3784,1
3784,Option 2 for Question 3784,0
3784,Option 3 for Question 3784,0
3784,Option 4 for Question 3784,0
3785,Option 1 for Question 3785,0
3785,Option 2 for Question 3785,1
3785,Option 3 for Question 3785,0
3785,Option 4 for Question 3785,0
3786,Option 1 for Question 3786,0
3786,Option 2 for Question 3786,0
3786,Option 3 for Question 3786,1
3786,Option 4 for Question 3786,0
3787,Option 1 for Question 3787,0
3787,Option 2 for Question 3787,0
3787,Option 3 for Question 3787,0
3787,Option 4 for Question 3787,1
3788,Option 1 for Question 3788,1
3788,Option 2 for Question 3788,0
3788,Option 3 for Question 3788,0
3788,Option 4 for Question 3788,0
3789,Option 1 for Question 3789,0
3789,Option 2 for Question 3789,1
3789,Option 3 for Question 3789,0
3789,Option 4 for Question 3789,0
3790,Option 1 for Question 3790,0
3790,Option 2 for Question 3790,0
3790,Option 3 for Question 3790,1
3790,Option 4 for Question 3790,0
3791,Option 1 for Question 3791,0
3791,Option 2 for Question 3791,0
3791,Option 3 for Question 3791,0
3791,Option 4 for Question 3791,1
3792,Option 1 for Question 3792,1
3792,Option 2 for Question 3792,0
3792,Option 3 for Question 3792,0
3792,Option 4 for Question 3792,0
3793,Option 1 for Question 3793,0
3793,Option 2 for Question 3793,1
3793,Option 3 for Question 3793,0
3793,Option 4 for Question 3793,0
3794,Option 1 for Question 3794,0
3794,Option 2 for Question 3794,0
3794,Option 3 for Question 3794,1
3794,Option 4 for Question 3794,0
3795,Option 1 for Question 3795,0
3795,Option 2 for Question 3795,0
3795,Option 3 for Question 3795,0
3795,Option 4 for Question 3795,1
3796,Option 1 for Question 3796,1
3796,Option 2 for Question 3796,0
3796,Option 3 for Question 3796,0
3796,Option 4 for Question 3796,0
3797,Option 1 for Question 3797,0
3797,Option 2 for Question 3797,1
3797,Option 3 for Question 3797,0
3797,Option 4 for Question 3797,0
3798,Option 1 for Question 3798,0
3798,Option 2 for Question 3798,0
3798,Option 3 for Question 3798,1
3798,Option 4 for Question 3798,0
3799,Option 1 for Question 3799,0
3799,Option 2 for Question 3799,0
3799,Option 3 for Question 3799,0
3799,Option 4 for Question 3799,1
3800,Option 1 for Question 3800,1
3800,Option 2 for Question 3800,0
3800,Option 3 for Question 3800,0
3800,Option 4 for Question 3800,0
3801,Option 1 for Question 3801,0
3801,Option 2 for Question 3801,1
3801,Option 3 for Question 3801,0
3801,Option 4 for Question 3801,0
3802,Option 1 for Question 3802,0
3802,Option 2 for Question 3802,0
3802,Option 3 for Question 3802,1
3802,Option 4 for Question 3802,0
3803,Option 1 for Question 3803,0
3803,Option 2 for Question 3803,0
3803,Option 3 for Question 3803,0
3803,Option 4 for Question 3803,1
3804,Option 1 for Question 3804,1
3804,Option 2 for Question 3804,0
3804,Option 3 for Question 3804,0
3804,Option 4 for Question 3804,0
3805,Option 1 for Question 3805,0
3805,Option 2 for Question 3805,1
3805,Option 3 for Question 3805,0
3805,Option 4 for Question 3805,0
3806,Option 1 for Question 3806,0
3806,Option 2 for Question 3806,0
3806,Option 3 for Question 3806,1
3806,Option 4 for Question 3806,0
3807,Option 1 for Question 3807,0
3807,Option 2 for Question 3807,0
3807,Option 3 for Question 3807,0
3807,Option 4 for Question 3807,1
3808,Option 1 for Question 3808,1
3808,Option 2 for Question 3808,0
3808,Option 3 for Question 3808,0
3808,Option 4 for Question 3808,0
3809,Option 1 for Question 3809,0
3809,Option 2 for Question 3809,1
3809,Option 3 for Question 3809,0
3809,Option 4 for Question 3809,0
3810,Option 1 for Question 3810,0
3810,Option 2 for Question 3810,0
3810,Option 3 for Question 3810,1
3810,Option 4 for Question 3810,0
3811,Option 1 for Question 3811,0
3811,Option 2 for Question 3811,0
3811,Option 3 for Question 3811,0
3811,Option 4 for Question 3811,1
3812,Option 1 for Question 3812,1
3812,Option 2 for Question 3812,0
3812,Option 3 for Question 3812,0
3812,Option 4 for Question 3812,0
3813,Option 1 for Question 3813,0
3813,Option 2 for Question 3813,1
3813,Option 3 for Question 3813,0
3813,Option 4 for Question 3813,0
3814,Option 1 for Question 3814,0
3814,Option 2 for Question 3814,0
3814,Option 3 for Question 3814,1
3814,Option 4 for Question 3814,0
3815,Option 1 for Question 3815,0
3815,Option 2 for Question 3815,0
3815,Option 3 for Question 3815,0
3815,Option 4 for Question 3815,1
3816,Option 1 for Question 3816,1
3816,Option 2 for Question 3816,0
3816,Option 3 for Question 3816,0
3816,Option 4 for Question 3816,0
3817,Option 1 for Question 3817,0
3817,Option 2 for Question 3817,1
3817,Option 3 for Question 3817,0
3817,Option 4 for Question 3817,0
3818,Option 1 for Question 3818,0
3818,Option 2 for Question 3818,0
3818,Option 3 for Question 3818,1
3818,Option 4 for Question 3818,0
3819,Option 1 for Question 3819,0
3819,Option 2 for Question 3819,0
3819,Option 3 for Question 3819,0
3819,Option 4 for Question 3819,1
3820,Option 1 for Question 3820,1
3820,Option 2 for Question 3820,0
3820,Option 3 for Question 3820,0
3820,Option 4 for Question 3820,0
3821,Option 1 for Question 3821,0
3821,Option 2 for Question 3821,1
3821,Option 3 for Question 3821,0
3821,Option 4 for Question 3821,0
3822,Option 1 for Question 3822,0
3822,Option 2 for Question 3822,0
3822,Option 3 for Question 3822,1
3822,Option 4 for Question 3822,0
3823,Option 1 for Question 3823,0
3823,Option 2 for Question 3823,0
3823,Option 3 for Question 3823,0
3823,Option 4 for Question 3823,1
3824,Option 1 for Question 3824,1
3824,Option 2 for Question 3824,0
3824,Option 3 for Question 3824,0
3824,Option 4 for Question 3824,0
3825,Option 1 for Question 3825,0
3825,Option 2 for Question 3825,1
3825,Option 3 for Question 3825,0
3825,Option 4 for Question 3825,0
3826,Option 1 for Question 3826,0
3826,Option 2 for Question 3826,0
3826,Option 3 for Question 3826,1
3826,Option 4 for Question 3826,0
3827,Option 1 for Question 3827,0
3827,Option 2 for Question 3827,0
3827,Option 3 for Question 3827,0
3827,Option 4 for Question 3827,1
3828,Option 1 for Question 3828,1
3828,Option 2 for Question 3828,0
3828,Option 3 for Question 3828,0
3828,Option 4 for Question 3828,0
3829,Option 1 for Question 3829,0
3829,Option 2 for Question 3829,1
3829,Option 3 for Question 3829,0
3829,Option 4 for Question 3829,0
3830,Option 1 for Question 3830,0
3830,Option 2 for Question 3830,0
3830,Option 3 for Question 3830,1
3830,Option 4 for Question 3830,0
3831,Option 1 for Question 3831,0
3831,Option 2 for Question 3831,0
3831,Option 3 for Question 3831,0
3831,Option 4 for Question 3831,1
3832,Option 1 for Question 3832,1
3832,Option 2 for Question 3832,0
3832,Option 3 for Question 3832,0
3832,Option 4 for Question 3832,0
3833,Option 1 for Question 3833,0
3833,Option 2 for Question 3833,1
3833,Option 3 for Question 3833,0
3833,Option 4 for Question 3833,0
3834,Option 1 for Question 3834,0
3834,Option 2 for Question 3834,0
3834,Option 3 for Question 3834,1
3834,Option 4 for Question 3834,0
3835,Option 1 for Question 3835,0
3835,Option 2 for Question 3835,0
3835,Option 3 for Question 3835,0
3835,Option 4 for Question 3835,1
3836,Option 1 for Question 3836,1
3836,Option 2 for Question 3836,0
3836,Option 3 for Question 3836,0
3836,Option 4 for Question 3836,0
3837,Option 1 for Question 3837,0
3837,Option 2 for Question 3837,1
3837,Option 3 for Question 3837,0
3837,Option 4 for Question 3837,0
3838,Option 1 for Question 3838,0
3838,Option 2 for Question 3838,0
3838,Option 3 for Question 3838,1
3838,Option 4 for Question 3838,0
3839,Option 1 for Question 3839,0
3839,Option 2 for Question 3839,0
3839,Option 3 for Question 3839,0
3839,Option 4 for Question 3839,1
3840,Option 1 for Question 3840,1
3840,Option 2 for Question 3840,0
3840,Option 3 for Question 3840,0
3840,Option 4 for Question 3840,0
3841,Option 1 for Question 3841,0
3841,Option 2 for Question 3841,1
3841,Option 3 for Question 3841,0
3841,Option 4 for Question 3841,0
3842,Option 1 for Question 3842,0
3842,Option 2 for Question 3842,0
3842,Option 3 for Question 3842,1
3842,Option 4 for Question 3842,0
3843,Option 1 for Question 3843,0
3843,Option 2 for Question 3843,0
3843,Option 3 for Question 3843,0
3843,Option 4 for Question 3843,1
3844,Option 1 for Question 3844,1
3844,Option 2 for Question 3844,0
3844,Option 3 for Question 3844,0
3844,Option 4 for Question 3844,0
3845,Option 1 for Question 3845,0
3845,Option 2 for Question 3845,1
3845,Option 3 for Question 3845,0
3845,Option 4 for Question 3845,0
3846,Option 1 for Question 3846,0
3846,Option 2 for Question 3846,0
3846,Option 3 for Question 3846,1
3846,Option 4 for Question 3846,0
3847,Option 1 for Question 3847,0
3847,Option 2 for Question 3847,0
3847,Option 3 for Question 3847,0
3847,Option 4 for Question 3847,1
3848,Option 1 for Question 3848,1
3848,Option 2 for Question 3848,0
3848,Option 3 for Question 3848,0
3848,Option 4 for Question 3848,0
3849,Option 1 for Question 3849,0
3849,Option 2 for Question 3849,1
3849,Option 3 for Question 3849,0
3849,Option 4 for Question 3849,0
3850,Option 1 for Question 3850,0
3850,Option 2 for Question 3850,0
3850,Option 3 for Question 3850,1
3850,Option 4 for Question 3850,0
3851,Option 1 for Question 3851,0
3851,Option 2 for Question 3851,0
3851,Option 3 for Question 3851,0
3851,Option 4 for Question 3851,1
3852,Option 1 for Question 3852,1
3852,Option 2 for Question 3852,0
3852,Option 3 for Question 3852,0
3852,Option 4 for Question 3852,0
3853,Option 1 for Question 3853,0
3853,Option 2 for Question 3853,1
3853,Option 3 for Question 3853,0
3853,Option 4 for Question 3853,0
3854,Option 1 for Question 3854,0
3854,Option 2 for Question 3854,0
3854,Option 3 for Question 3854,1
3854,Option 4 for Question 3854,0
3855,Option 1 for Question 3855,0
3855,Option 2 for Question 3855,0
3855,Option 3 for Question 3855,0
3855,Option 4 for Question 3855,1
3856,Option 1 for Question 3856,1
3856,Option 2 for Question 3856,0
3856,Option 3 for Question 3856,0
3856,Option 4 for Question 3856,0
3857,Option 1 for Question 3857,0
3857,Option 2 for Question 3857,1
3857,Option 3 for Question 3857,0
3857,Option 4 for Question 3857,0
3858,Option 1 for Question 3858,0
3858,Option 2 for Question 3858,0
3858,Option 3 for Question 3858,1
3858,Option 4 for Question 3858,0
3859,Option 1 for Question 3859,0
3859,Option 2 for Question 3859,0
3859,Option 3 for Question 3859,0
3859,Option 4 for Question 3859,1
3860,Option 1 for Question 3860,1
3860,Option 2 for Question 3860,0
3860,Option 3 for Question 3860,0
3860,Option 4 for Question 3860,0
3861,Option 1 for Question 3861,0
3861,Option 2 for Question 3861,1
3861,Option 3 for Question 3861,0
3861,Option 4 for Question 3861,0
3862,Option 1 for Question 3862,0
3862,Option 2 for Question 3862,0
3862,Option 3 for Question 3862,1
3862,Option 4 for Question 3862,0
3863,Option 1 for Question 3863,0
3863,Option 2 for Question 3863,0
3863,Option 3 for Question 3863,0
3863,Option 4 for Question 3863,1
3864,Option 1 for Question 3864,1
3864,Option 2 for Question 3864,0
3864,Option 3 for Question 3864,0
3864,Option 4 for Question 3864,0
3865,Option 1 for Question 3865,0
3865,Option 2 for Question 3865,1
3865,Option 3 for Question 3865,0
3865,Option 4 for Question 3865,0
3866,Option 1 for Question 3866,0
3866,Option 2 for Question 3866,0
3866,Option 3 for Question 3866,1
3866,Option 4 for Question 3866,0
3867,Option 1 for Question 3867,0
3867,Option 2 for Question 3867,0
3867,Option 3 for Question 3867,0
3867,Option 4 for Question 3867,1
3868,Option 1 for Question 3868,1
3868,Option 2 for Question 3868,0
3868,Option 3 for Question 3868,0
3868,Option 4 for Question 3868,0
3869,Option 1 for Question 3869,0
3869,Option 2 for Question 3869,1
3869,Option 3 for Question 3869,0
3869,Option 4 for Question 3869,0
3870,Option 1 for Question 3870,0
3870,Option 2 for Question 3870,0
3870,Option 3 for Question 3870,1
3870,Option 4 for Question 3870,0
3871,Option 1 for Question 3871,0
3871,Option 2 for Question 3871,0
3871,Option 3 for Question 3871,0
3871,Option 4 for Question 3871,1
3872,Option 1 for Question 3872,1
3872,Option 2 for Question 3872,0
3872,Option 3 for Question 3872,0
3872,Option 4 for Question 3872,0
3873,Option 1 for Question 3873,0
3873,Option 2 for Question 3873,1
3873,Option 3 for Question 3873,0
3873,Option 4 for Question 3873,0
3874,Option 1 for Question 3874,0
3874,Option 2 for Question 3874,0
3874,Option 3 for Question 3874,1
3874,Option 4 for Question 3874,0
3875,Option 1 for Question 3875,0
3875,Option 2 for Question 3875,0
3875,Option 3 for Question 3875,0
3875,Option 4 for Question 3875,1
3876,Option 1 for Question 3876,1
3876,Option 2 for Question 3876,0
3876,Option 3 for Question 3876,0
3876,Option 4 for Question 3876,0
3877,Option 1 for Question 3877,0
3877,Option 2 for Question 3877,1
3877,Option 3 for Question 3877,0
3877,Option 4 for Question 3877,0
3878,Option 1 for Question 3878,0
3878,Option 2 for Question 3878,0
3878,Option 3 for Question 3878,1
3878,Option 4 for Question 3878,0
3879,Option 1 for Question 3879,0
3879,Option 2 for Question 3879,0
3879,Option 3 for Question 3879,0
3879,Option 4 for Question 3879,1
3880,Option 1 for Question 3880,1
3880,Option 2 for Question 3880,0
3880,Option 3 for Question 3880,0
3880,Option 4 for Question 3880,0
3881,Option 1 for Question 3881,0
3881,Option 2 for Question 3881,1
3881,Option 3 for Question 3881,0
3881,Option 4 for Question 3881,0
3882,Option 1 for Question 3882,0
3882,Option 2 for Question 3882,0
3882,Option 3 for Question 3882,1
3882,Option 4 for Question 3882,0
3883,Option 1 for Question 3883,0
3883,Option 2 for Question 3883,0
3883,Option 3 for Question 3883,0
3883,Option 4 for Question 3883,1
3884,Option 1 for Question 3884,1
3884,Option 2 for Question 3884,0
3884,Option 3 for Question 3884,0
3884,Option 4 for Question 3884,0
3885,Option 1 for Question 3885,0
3885,Option 2 for Question 3885,1
3885,Option 3 for Question 3885,0
3885,Option 4 for Question 3885,0
3886,Option 1 for Question 3886,0
3886,Option 2 for Question 3886,0
3886,Option 3 for Question 3886,1
3886,Option 4 for Question 3886,0
3887,Option 1 for Question 3887,0
3887,Option 2 for Question 3887,0
3887,Option 3 for Question 3887,0
3887,Option 4 for Question 3887,1
3888,Option 1 for Question 3888,1
3888,Option 2 for Question 3888,0
3888,Option 3 for Question 3888,0
3888,Option 4 for Question 3888,0
3889,Option 1 for Question 3889,0
3889,Option 2 for Question 3889,1
3889,Option 3 for Question 3889,0
3889,Option 4 for Question 3889,0
3890,Option 1 for Question 3890,0
3890,Option 2 for Question 3890,0
3890,Option 3 for Question 3890,1
3890,Option 4 for Question 3890,0
3891,Option 1 for Question 3891,0
3891,Option 2 for Question 3891,0
3891,Option 3 for Question 3891,0
3891,Option 4 for Question 3891,1
3892,Option 1 for Question 3892,1
3892,Option 2 for Question 3892,0
3892,Option 3 for Question 3892,0
3892,Option 4 for Question 3892,0
3893,Option 1 for Question 3893,0
3893,Option 2 for Question 3893,1
3893,Option 3 for Question 3893,0
3893,Option 4 for Question 3893,0
3894,Option 1 for Question 3894,0
3894,Option 2 for Question 3894,0
3894,Option 3 for Question 3894,1
3894,Option 4 for Question 3894,0
3895,Option 1 for Question 3895,0
3895,Option 2 for Question 3895,0
3895,Option 3 for Question 3895,0
3895,Option 4 for Question 3895,1
3896,Option 1 for Question 3896,1
3896,Option 2 for Question 3896,0
3896,Option 3 for Question 3896,0
3896,Option 4 for Question 3896,0
3897,Option 1 for Question 3897,0
3897,Option 2 for Question 3897,1
3897,Option 3 for Question 3897,0
3897,Option 4 for Question 3897,0
3898,Option 1 for Question 3898,0
3898,Option 2 for Question 3898,0
3898,Option 3 for Question 3898,1
3898,Option 4 for Question 3898,0
3899,Option 1 for Question 3899,0
3899,Option 2 for Question 3899,0
3899,Option 3 for Question 3899,0
3899,Option 4 for Question 3899,1
3900,Option 1 for Question 3900,1
3900,Option 2 for Question 3900,0
3900,Option 3 for Question 3900,0
3900,Option 4 for Question 3900,0
3901,Option 1 for Question 3901,0
3901,Option 2 for Question 3901,1
3901,Option 3 for Question 3901,0
3901,Option 4 for Question 3901,0
3902,Option 1 for Question 3902,0
3902,Option 2 for Question 3902,0
3902,Option 3 for Question 3902,1
3902,Option 4 for Question 3902,0
3903,Option 1 for Question 3903,0
3903,Option 2 for Question 3903,0
3903,Option 3 for Question 3903,0
3903,Option 4 for Question 3903,1
3904,Option 1 for Question 3904,1
3904,Option 2 for Question 3904,0
3904,Option 3 for Question 3904,0
3904,Option 4 for Question 3904,0
3905,Option 1 for Question 3905,0
3905,Option 2 for Question 3905,1
3905,Option 3 for Question 3905,0
3905,Option 4 for Question 3905,0
3906,Option 1 for Question 3906,0
3906,Option 2 for Question 3906,0
3906,Option 3 for Question 3906,1
3906,Option 4 for Question 3906,0
3907,Option 1 for Question 3907,0
3907,Option 2 for Question 3907,0
3907,Option 3 for Question 3907,0
3907,Option 4 for Question 3907,1
3908,Option 1 for Question 3908,1
3908,Option 2 for Question 3908,0
3908,Option 3 for Question 3908,0
3908,Option 4 for Question 3908,0
3909,Option 1 for Question 3909,0
3909,Option 2 for Question 3909,1
3909,Option 3 for Question 3909,0
3909,Option 4 for Question 3909,0
3910,Option 1 for Question 3910,0
3910,Option 2 for Question 3910,0
3910,Option 3 for Question 3910,1
3910,Option 4 for Question 3910,0
3911,Option 1 for Question 3911,0
3911,Option 2 for Question 3911,0
3911,Option 3 for Question 3911,0
3911,Option 4 for Question 3911,1
3912,Option 1 for Question 3912,1
3912,Option 2 for Question 3912,0
3912,Option 3 for Question 3912,0
3912,Option 4 for Question 3912,0
3913,Option 1 for Question 3913,0
3913,Option 2 for Question 3913,1
3913,Option 3 for Question 3913,0
3913,Option 4 for Question 3913,0
3914,Option 1 for Question 3914,0
3914,Option 2 for Question 3914,0
3914,Option 3 for Question 3914,1
3914,Option 4 for Question 3914,0
3915,Option 1 for Question 3915,0
3915,Option 2 for Question 3915,0
3915,Option 3 for Question 3915,0
3915,Option 4 for Question 3915,1
3916,Option 1 for Question 3916,1
3916,Option 2 for Question 3916,0
3916,Option 3 for Question 3916,0
3916,Option 4 for Question 3916,0
3917,Option 1 for Question 3917,0
3917,Option 2 for Question 3917,1
3917,Option 3 for Question 3917,0
3917,Option 4 for Question 3917,0
3918,Option 1 for Question 3918,0
3918,Option 2 for Question 3918,0
3918,Option 3 for Question 3918,1
3918,Option 4 for Question 3918,0
3919,Option 1 for Question 3919,0
3919,Option 2 for Question 3919,0
3919,Option 3 for Question 3919,0
3919,Option 4 for Question 3919,1
3920,Option 1 for Question 3920,1
3920,Option 2 for Question 3920,0
3920,Option 3 for Question 3920,0
3920,Option 4 for Question 3920,0
3921,Option 1 for Question 3921,0
3921,Option 2 for Question 3921,1
3921,Option 3 for Question 3921,0
3921,Option 4 for Question 3921,0
3922,Option 1 for Question 3922,0
3922,Option 2 for Question 3922,0
3922,Option 3 for Question 3922,1
3922,Option 4 for Question 3922,0
3923,Option 1 for Question 3923,0
3923,Option 2 for Question 3923,0
3923,Option 3 for Question 3923,0
3923,Option 4 for Question 3923,1
3924,Option 1 for Question 3924,1
3924,Option 2 for Question 3924,0
3924,Option 3 for Question 3924,0
3924,Option 4 for Question 3924,0
3925,Option 1 for Question 3925,0
3925,Option 2 for Question 3925,1
3925,Option 3 for Question 3925,0
3925,Option 4 for Question 3925,0
3926,Option 1 for Question 3926,0
3926,Option 2 for Question 3926,0
3926,Option 3 for Question 3926,1
3926,Option 4 for Question 3926,0
3927,Option 1 for Question 3927,0
3927,Option 2 for Question 3927,0
3927,Option 3 for Question 3927,0
3927,Option 4 for Question 3927,1
3928,Option 1 for Question 3928,1
3928,Option 2 for Question 3928,0
3928,Option 3 for Question 3928,0
3928,Option 4 for Question 3928,0
3929,Option 1 for Question 3929,0
3929,Option 2 for Question 3929,1
3929,Option 3 for Question 3929,0
3929,Option 4 for Question 3929,0
3930,Option 1 for Question 3930,0
3930,Option 2 for Question 3930,0
3930,Option 3 for Question 3930,1
3930,Option 4 for Question 3930,0
3931,Option 1 for Question 3931,0
3931,Option 2 for Question 3931,0
3931,Option 3 for Question 3931,0
3931,Option 4 for Question 3931,1
3932,Option 1 for Question 3932,1
3932,Option 2 for Question 3932,0
3932,Option 3 for Question 3932,0
3932,Option 4 for Question 3932,0
3933,Option 1 for Question 3933,0
3933,Option 2 for Question 3933,1
3933,Option 3 for Question 3933,0
3933,Option 4 for Question 3933,0
3934,Option 1 for Question 3934,0
3934,Option 2 for Question 3934,0
3934,Option 3 for Question 3934,1
3934,Option 4 for Question 3934,0
3935,Option 1 for Question 3935,0
3935,Option 2 for Question 3935,0
3935,Option 3 for Question 3935,0
3935,Option 4 for Question 3935,1
3936,Option 1 for Question 3936,1
3936,Option 2 for Question 3936,0
3936,Option 3 for Question 3936,0
3936,Option 4 for Question 3936,0
3937,Option 1 for Question 3937,0
3937,Option 2 for Question 3937,1
3937,Option 3 for Question 3937,0
3937,Option 4 for Question 3937,0
3938,Option 1 for Question 3938,0
3938,Option 2 for Question 3938,0
3938,Option 3 for Question 3938,1
3938,Option 4 for Question 3938,0
3939,Option 1 for Question 3939,0
3939,Option 2 for Question 3939,0
3939,Option 3 for Question 3939,0
3939,Option 4 for Question 3939,1
3940,Option 1 for Question 3940,1
3940,Option 2 for Question 3940,0
3940,Option 3 for Question 3940,0
3940,Option 4 for Question 3940,0
3941,Option 1 for Question 3941,0
3941,Option 2 for Question 3941,1
3941,Option 3 for Question 3941,0
3941,Option 4 for Question 3941,0
3942,Option 1 for Question 3942,0
3942,Option 2 for Question 3942,0
3942,Option 3 for Question 3942,1
3942,Option 4 for Question 3942,0
3943,Option 1 for Question 3943,0
3943,Option 2 for Question 3943,0
3943,Option 3 for Question 3943,0
3943,Option 4 for Question 3943,1
3944,Option 1 for Question 3944,1
3944,Option 2 for Question 3944,0
3944,Option 3 for Question 3944,0
3944,Option 4 for Question 3944,0
3945,Option 1 for Question 3945,0
3945,Option 2 for Question 3945,1
3945,Option 3 for Question 3945,0
3945,Option 4 for Question 3945,0
3946,Option 1 for Question 3946,0
3946,Option 2 for Question 3946,0
3946,Option 3 for Question 3946,1
3946,Option 4 for Question 3946,0
3947,Option 1 for Question 3947,0
3947,Option 2 for Question 3947,0
3947,Option 3 for Question 3947,0
3947,Option 4 for Question 3947,1
3948,Option 1 for Question 3948,1
3948,Option 2 for Question 3948,0
3948,Option 3 for Question 3948,0
3948,Option 4 for Question 3948,0
3949,Option 1 for Question 3949,0
3949,Option 2 for Question 3949,1
